activity_id,user_id,department,user_role,system_name,privileged_access,successful_logins,failed_logins,after_hours_events,sensitive_records_accessed,distinct_locations,primary_country,activity_timestamp,synthetic_anomaly_label
A002273,U0407,Finance,System Administrator,ERP-PROD,1,1,2,0,17,1,Sri Lanka,2026-06-28T18:15,0
A002274,U0434,Operations,Finance Analyst,DEVOPS,0,13,3,2,143,1,Sri Lanka,2026-08-18T14:24,0
A002275,U0130,Human Resources,Contractor,CRM-CLOUD,0,11,4,1,15,1,Sri Lanka,2026-07-19T20:18,0
A002276,U0102,Operations,Support Agent,CRM-CLOUD,0,5,2,1,30,2,Singapore,2026-07-08T03:51,0
A002277,U0290,Legal,Standard User,HRIS,0,15,0,0,347,1,Sri Lanka,2026-07-31T06:32,0
A002278,U0289,Information Technology,Developer,ERP-PROD,0,20,2,1,104,1,Sri Lanka,2026-08-02T21:27,0
A002279,U0730,Information Technology,Standard User,CUSTOMER-PORTAL,0,21,1,1,164,1,United States,2026-07-08T10:50,0
A002280,U0357,Legal,Standard User,FILE-SHARE,0,9,0,1,53,1,Sri Lanka,2026-07-23T07:25,0
A002281,U0468,Legal,Standard User,EMAIL,0,7,0,0,2538,1,United Kingdom,2026-06-09T23:30,0
A002282,U0477,Finance,Standard User,HRIS,0,4,1,0,156,1,Sri Lanka,2026-07-09T15:05,0
A002283,U0833,Sales,Support Agent,PAYMENTS,0,21,2,0,404,1,Sri Lanka,2026-09-01T18:49,0
A002284,U0581,Procurement,Standard User,DATA-WAREHOUSE,0,8,4,0,42,1,Sri Lanka,2026-07-17T11:43,0
A002285,U0100,Legal,Standard User,CRM-CLOUD,0,6,0,1,336,1,Sri Lanka,2026-06-05T09:07,0
A002286,U0152,Operations,Contractor,ERP-PROD,0,9,0,1,107,2,Sri Lanka,2026-08-09T01:33,0
A002287,U0118,Finance,Finance Analyst,CRM-CLOUD,0,8,0,1,221,1,United Kingdom,2026-07-28T23:58,0
A002288,U0717,Finance,Standard User,FILE-SHARE,0,24,4,0,32,1,United States,2026-07-15T01:18,0
A002289,U0044,Procurement,Contractor,ERP-PROD,0,5,1,3,20,2,Sri Lanka,2026-07-21T07:17,0
A002290,U0844,Customer Support,HR Specialist,ERP-PROD,0,11,2,0,50,1,Sri Lanka,2026-06-19T03:13,0
A002291,U0626,Sales,Standard User,CRM-CLOUD,0,17,1,0,34,1,Sri Lanka,2026-08-26T04:44,0
A002292,U0032,Operations,Standard User,DEVOPS,0,8,1,0,197,1,Sri Lanka,2026-08-29T21:14,0
A002293,U0511,Operations,Standard User,CRM-CLOUD,0,4,2,1,148,2,Sri Lanka,2026-07-07T02:15,0
A002294,U0154,Sales,Support Agent,PAYMENTS,0,7,1,1,89,1,Sri Lanka,2026-08-17T23:08,0
A002295,U0613,Procurement,Standard User,HRIS,0,17,2,0,26,1,Sri Lanka,2026-06-12T01:26,0
A002296,U0557,Sales,HR Specialist,DEVOPS,0,11,3,1,75,1,Singapore,2026-08-21T12:13,0
A002297,U0896,Finance,Standard User,DATA-WAREHOUSE,0,32,1,0,90,1,India,2026-07-22T09:53,0
A002298,U0137,Procurement,Support Agent,CRM-CLOUD,0,10,0,1,221,1,Singapore,2026-06-30T02:43,0
A002299,U0049,Human Resources,Support Agent,ERP-PROD,0,18,0,0,101,1,Sri Lanka,2026-07-13T13:02,0
A002300,U0125,Finance,Standard User,EMAIL,0,7,4,0,366,1,Sri Lanka,2026-08-19T19:05,0
A002301,U0192,Legal,Support Agent,HRIS,0,6,1,0,93,1,United States,2026-06-08T21:11,0
A002302,U0108,Sales,Standard User,CUSTOMER-PORTAL,0,16,0,0,70,1,Sri Lanka,2026-07-30T16:48,0
A002303,U0702,Finance,Standard User,DEVOPS,0,10,1,0,101,1,India,2026-08-09T01:44,0
A002304,U0519,Operations,Standard User,PAYMENTS,0,10,3,3,194,1,Singapore,2026-06-03T21:20,0
A002305,U0608,Procurement,HR Specialist,EMAIL,0,9,0,0,277,1,Singapore,2026-07-12T05:23,0
A002306,U0184,Customer Support,Developer,DEVOPS,1,12,1,0,75,1,Sri Lanka,2026-06-28T15:21,0
A002307,U0149,Finance,Contractor,FILE-SHARE,0,11,2,2,27,1,India,2026-08-29T06:40,0
A002308,U0718,Customer Support,Finance Analyst,HRIS,0,25,1,0,31,1,United States,2026-08-07T04:43,0
A002309,U0135,Operations,Contractor,EMAIL,0,13,2,0,21,1,Sri Lanka,2026-08-18T20:53,0
A002310,U0348,Procurement,Support Agent,EMAIL,0,2,2,0,36,1,Sri Lanka,2026-08-07T02:47,0
A002311,U0710,Procurement,Support Agent,HRIS,0,10,1,0,42,1,Singapore,2026-07-13T07:51,0
A002312,U0672,Procurement,Standard User,ERP-PROD,0,14,5,2,98,2,India,2026-07-18T06:29,0
A002313,U0553,Finance,Standard User,PAYMENTS,0,8,4,0,67,1,Sri Lanka,2026-07-28T09:44,0
A002314,U0822,Procurement,Developer,DATA-WAREHOUSE,0,18,1,0,17,1,Sri Lanka,2026-08-10T08:37,0
A002315,U0134,Information Technology,Support Agent,EMAIL,0,21,6,1,64,1,Sri Lanka,2026-07-05T08:58,0
A002316,U0398,Customer Support,Support Agent,EMAIL,0,13,1,0,109,2,Sri Lanka,2026-07-31T06:03,0
A002317,U0172,Legal,Standard User,HRIS,0,17,1,1,65,1,Sri Lanka,2026-06-30T20:44,0
A002318,U0866,Operations,Developer,ERP-PROD,0,17,6,1,161,1,United States,2026-06-08T05:27,0
A002319,U0509,Procurement,Standard User,FILE-SHARE,0,11,18,2,69,1,Singapore,2026-06-05T09:53,1
A002320,U0248,Human Resources,Support Agent,PAYMENTS,0,3,2,0,456,1,Sri Lanka,2026-08-28T17:22,0
A002321,U0455,Procurement,Standard User,CRM-CLOUD,0,6,0,1,117,1,Sri Lanka,2026-06-28T17:21,0
A002322,U0660,Legal,Support Agent,FILE-SHARE,0,2,1,0,40,1,United States,2026-07-04T03:53,0
A002323,U0780,Finance,Developer,EMAIL,0,10,1,1,25,1,Sri Lanka,2026-06-24T14:26,0
A002324,U0440,Procurement,Support Agent,PAYMENTS,0,1,1,0,24,1,Germany,2026-08-10T16:32,0
A002325,U0007,Finance,System Administrator,FILE-SHARE,1,6,3,0,25,1,Sri Lanka,2026-09-01T02:58,0
A002326,U0654,Legal,Support Agent,EMAIL,0,22,0,1,45,1,Sri Lanka,2026-08-07T13:44,0
A002327,U0153,Procurement,Standard User,PAYMENTS,0,13,2,0,16,1,Sri Lanka,2026-07-10T04:36,0
A002328,U0338,Legal,System Administrator,CUSTOMER-PORTAL,1,18,1,1,20,1,India,2026-06-30T16:47,0
A002329,U0037,Procurement,Finance Analyst,DATA-WAREHOUSE,0,8,4,1,339,1,Sri Lanka,2026-08-12T14:07,0
A002330,U0412,Legal,Support Agent,ERP-PROD,0,6,2,1,11,1,Sri Lanka,2026-06-12T12:50,0
A002331,U0712,Customer Support,Developer,FILE-SHARE,0,10,4,0,21,1,United Kingdom,2026-08-16T01:52,0
A002332,U0358,Information Technology,Standard User,CRM-CLOUD,0,3,1,1,310,1,Sri Lanka,2026-08-26T07:57,0
A002333,U0143,Legal,Developer,PAYMENTS,0,17,46,0,55,1,Sri Lanka,2026-07-31T20:45,1
A002334,U0002,Operations,Standard User,DEVOPS,0,18,1,1,14,1,Sri Lanka,2026-06-26T09:03,0
A002335,U0424,Information Technology,Support Agent,FILE-SHARE,0,10,1,1,77,1,Sri Lanka,2026-06-28T11:56,0
A002336,U0271,Procurement,Standard User,DEVOPS,0,5,3,0,16,1,Sri Lanka,2026-06-14T15:14,0
A002337,U0014,Sales,Standard User,DEVOPS,0,5,1,0,18,1,Sri Lanka,2026-07-09T15:42,0
A002338,U0705,Human Resources,Standard User,CRM-CLOUD,0,5,2,1,93,1,Sri Lanka,2026-07-22T12:19,0
A002339,U0040,Finance,Standard User,PAYMENTS,0,32,1,0,40,1,Sri Lanka,2026-07-02T04:43,0
A002340,U0214,Information Technology,Standard User,CUSTOMER-PORTAL,0,10,0,0,129,1,India,2026-06-15T02:13,0
A002341,U0309,Sales,Database Administrator,DEVOPS,1,8,2,0,83,1,Sri Lanka,2026-08-24T20:26,0
A002342,U0342,Sales,Standard User,ERP-PROD,0,9,0,2,144,1,United Kingdom,2026-07-25T09:35,0
A002343,U0422,Human Resources,Support Agent,EMAIL,0,12,0,0,233,2,Germany,2026-06-29T17:16,0
A002344,U0870,Procurement,Standard User,EMAIL,0,13,1,0,68,1,India,2026-08-26T00:23,0
A002345,U0207,Operations,Standard User,HRIS,0,22,1,0,33,2,Sri Lanka,2026-08-25T17:03,0
A002346,U0028,Procurement,Standard User,ERP-PROD,0,9,2,0,53,1,Sri Lanka,2026-07-27T02:08,0
A002347,U0843,Customer Support,Developer,DEVOPS,0,11,2,0,77,1,Singapore,2026-08-13T18:27,0
A002348,U0058,Customer Support,Developer,PAYMENTS,0,6,2,0,2,1,Sri Lanka,2026-07-18T19:58,0
A002349,U0523,Customer Support,Finance Analyst,HRIS,0,5,1,0,11,2,Sri Lanka,2026-08-30T12:46,0
A002350,U0770,Information Technology,Database Administrator,CRM-CLOUD,1,2,1,1,63,1,Sri Lanka,2026-07-16T06:53,0
A002351,U0621,Customer Support,Support Agent,DATA-WAREHOUSE,0,18,2,3,45,1,Sri Lanka,2026-08-24T21:13,0
A002352,U0401,Legal,Finance Analyst,EMAIL,0,9,0,0,9,1,Sri Lanka,2026-06-15T10:46,0
A002353,U0181,Operations,Developer,CUSTOMER-PORTAL,0,14,1,1,72,1,India,2026-06-26T22:44,0
A002354,U0665,Sales,Finance Analyst,EMAIL,0,22,0,1,50,2,Sri Lanka,2026-08-04T06:38,0
A002355,U0636,Information Technology,Standard User,ERP-PROD,0,11,2,0,29,1,India,2026-07-14T07:34,0
A002356,U0770,Procurement,Standard User,CRM-CLOUD,0,4,2,0,139,1,United Kingdom,2026-07-19T01:31,0
A002357,U0625,Customer Support,Standard User,EMAIL,0,22,1,1,37,1,Singapore,2026-08-30T04:53,0
A002358,U0222,Sales,Contractor,ERP-PROD,0,1,1,0,32,1,United States,2026-08-11T00:19,0
A002359,U0272,Operations,Standard User,EMAIL,0,4,2,0,113,1,India,2026-08-08T22:17,0
A002360,U0286,Information Technology,System Administrator,DATA-WAREHOUSE,1,13,2,1,47,1,India,2026-07-27T06:15,0
A002361,U0210,Legal,Support Agent,FILE-SHARE,0,4,1,1,36,1,Sri Lanka,2026-06-18T10:23,0
A002362,U0388,Information Technology,Finance Analyst,EMAIL,0,13,6,0,154,1,Sri Lanka,2026-07-30T00:01,0
A002363,U0602,Procurement,Standard User,HRIS,0,6,2,1,53,1,Sri Lanka,2026-07-31T17:18,0
A002364,U0056,Sales,Support Agent,EMAIL,0,13,2,1,24,2,Singapore,2026-08-15T10:51,0
A002365,U0559,Legal,Standard User,DATA-WAREHOUSE,0,15,0,1,98,1,Sri Lanka,2026-08-20T11:57,0
A002366,U0220,Information Technology,Support Agent,FILE-SHARE,0,7,0,0,18,1,Sri Lanka,2026-08-23T11:44,0
A002367,U0045,Human Resources,Contractor,DEVOPS,0,4,4,0,59,2,Sri Lanka,2026-06-07T02:37,0
A002368,U0455,Sales,Contractor,ERP-PROD,0,1,2,0,59,1,Sri Lanka,2026-07-15T11:03,0
A002369,U0179,Customer Support,Finance Analyst,PAYMENTS,0,21,0,1,38,1,United Kingdom,2026-07-31T00:28,0
A002370,U0786,Operations,Support Agent,FILE-SHARE,0,19,1,0,149,1,Sri Lanka,2026-07-24T21:36,0
A002371,U0230,Customer Support,Developer,CRM-CLOUD,0,14,1,0,88,3,Sri Lanka,2026-07-19T08:29,0
A002372,U0342,Finance,Support Agent,CRM-CLOUD,0,20,1,2,139,1,Sri Lanka,2026-06-04T09:20,0
A002373,U0435,Operations,Standard User,EMAIL,0,16,0,1,73,1,United States,2026-08-02T14:01,0
A002374,U0007,Finance,Contractor,DATA-WAREHOUSE,0,9,0,2,109,1,India,2026-08-18T23:14,0
A002375,U0844,Legal,Support Agent,ERP-PROD,0,4,2,1,265,1,Sri Lanka,2026-06-19T20:05,0
A002376,U0478,Legal,Support Agent,DATA-WAREHOUSE,0,18,0,0,173,1,Germany,2026-07-10T03:14,0
A002377,U0716,Information Technology,Finance Analyst,EMAIL,0,9,2,0,36,1,Sri Lanka,2026-07-18T16:43,0
A002378,U0106,Customer Support,Standard User,HRIS,0,21,1,1,224,1,Singapore,2026-07-07T23:51,0
A002379,U0013,Sales,Standard User,ERP-PROD,0,11,1,1,241,1,Sri Lanka,2026-08-11T13:57,0
A002380,U0666,Sales,Standard User,CRM-CLOUD,0,11,2,0,141,1,Sri Lanka,2026-08-26T05:18,0
A002381,U0105,Information Technology,Standard User,DATA-WAREHOUSE,0,22,0,0,419,1,Sri Lanka,2026-07-06T02:58,0
A002382,U0641,Legal,Standard User,CRM-CLOUD,0,18,0,0,43,1,Sri Lanka,2026-06-19T20:41,0
A002383,U0152,Legal,Developer,DEVOPS,0,14,4,0,10,1,Sri Lanka,2026-07-24T09:50,0
A002384,U0800,Customer Support,Support Agent,HRIS,0,12,4,2,180,1,India,2026-08-15T03:19,0
A002385,U0408,Customer Support,Support Agent,EMAIL,0,14,2,1,48,1,Sri Lanka,2026-06-21T07:23,0
A002386,U0293,Sales,Support Agent,DATA-WAREHOUSE,0,11,5,0,222,1,United States,2026-08-03T21:09,0
A002387,U0015,Procurement,Support Agent,ERP-PROD,0,18,0,0,36,1,Sri Lanka,2026-08-17T09:06,0
A002388,U0134,Legal,Finance Analyst,PAYMENTS,0,4,1,1,195,2,Sri Lanka,2026-09-01T02:20,0
A002389,U0772,Finance,Standard User,DATA-WAREHOUSE,0,18,0,3,147,1,Sri Lanka,2026-08-23T13:03,0
A002390,U0110,Procurement,Support Agent,PAYMENTS,0,6,0,1,106,1,United States,2026-06-05T07:19,0
A002391,U0669,Finance,Developer,ERP-PROD,0,24,0,0,207,2,Sri Lanka,2026-06-27T13:01,0
A002392,U0199,Finance,Standard User,DATA-WAREHOUSE,0,14,1,2,337,1,Sri Lanka,2026-08-14T03:39,0
A002393,U0106,Human Resources,Standard User,PAYMENTS,0,18,1,2,22,1,Sri Lanka,2026-06-21T12:50,0
A002394,U0541,Information Technology,Standard User,DEVOPS,0,1,0,1,257,1,Sri Lanka,2026-07-25T11:48,0
A002395,U0288,Customer Support,System Administrator,FILE-SHARE,1,10,0,1,59,1,Sri Lanka,2026-09-01T16:30,0
A002396,U0440,Finance,Standard User,EMAIL,0,21,1,1,39,1,Sri Lanka,2026-06-20T09:24,0
A002397,U0035,Sales,HR Specialist,FILE-SHARE,0,25,4,1,154,1,Germany,2026-06-27T01:33,0
A002398,U0472,Procurement,Standard User,CRM-CLOUD,0,18,2,1,122,1,United States,2026-06-18T13:22,0
A002399,U0882,Operations,Developer,ERP-PROD,0,7,6,0,138,1,Sri Lanka,2026-07-14T22:13,0
A002400,U0531,Human Resources,Developer,EMAIL,0,21,1,0,61,1,Sri Lanka,2026-08-31T11:36,0
A002401,U0730,Finance,Support Agent,CRM-CLOUD,0,9,2,1,112,1,Sri Lanka,2026-07-03T02:17,0
A002402,U0808,Finance,HR Specialist,EMAIL,0,17,3,0,43,1,Sri Lanka,2026-06-06T00:07,0
A002403,U0210,Human Resources,Support Agent,CUSTOMER-PORTAL,0,15,1,0,80,1,Sri Lanka,2026-07-29T21:11,0
A002404,U0858,Sales,Developer,PAYMENTS,1,10,0,39,103,1,Sri Lanka,2026-08-11T10:27,1
A002405,U0148,Sales,Support Agent,DATA-WAREHOUSE,0,13,0,0,162,1,Sri Lanka,2026-07-01T15:53,0
A002406,U0230,Operations,Contractor,CUSTOMER-PORTAL,0,15,5,1,246,1,Sri Lanka,2026-08-22T22:38,0
A002407,U0443,Finance,Standard User,EMAIL,0,19,1,0,150,1,Sri Lanka,2026-06-14T19:37,0
A002408,U0888,Customer Support,Support Agent,CRM-CLOUD,0,7,0,1,81,1,Sri Lanka,2026-08-08T03:15,0
A002409,U0845,Procurement,Standard User,EMAIL,0,4,1,1,268,1,Sri Lanka,2026-06-29T14:29,0
A002410,U0395,Finance,Standard User,HRIS,0,11,2,2,324,1,Germany,2026-06-18T04:27,0
A002411,U0701,Legal,Support Agent,HRIS,0,17,5,0,118,1,Sri Lanka,2026-06-04T14:19,0
A002412,U0563,Legal,Finance Analyst,PAYMENTS,0,13,1,0,76,1,Germany,2026-08-08T09:44,0
A002413,U0550,Human Resources,Finance Analyst,CRM-CLOUD,0,9,1,0,8,1,Sri Lanka,2026-08-16T07:39,0
A002414,U0711,Human Resources,Developer,EMAIL,0,1,5,1,272,1,Sri Lanka,2026-08-24T03:10,0
A002415,U0352,Customer Support,Standard User,CUSTOMER-PORTAL,0,12,0,1,98,3,Sri Lanka,2026-07-01T03:08,0
A002416,U0064,Finance,System Administrator,FILE-SHARE,1,15,4,3,279,1,United States,2026-07-27T15:40,0
A002417,U0411,Sales,System Administrator,CUSTOMER-PORTAL,1,18,3,0,115,1,Sri Lanka,2026-08-27T06:46,0
A002418,U0887,Customer Support,Finance Analyst,PAYMENTS,0,1,2,0,299,1,Sri Lanka,2026-08-29T06:53,0
A002419,U0751,Sales,Standard User,EMAIL,0,4,2,1,120,1,United Kingdom,2026-06-24T17:43,0
A002420,U0193,Finance,Support Agent,EMAIL,0,1,2,1,372,1,Sri Lanka,2026-07-11T01:11,0
A002421,U0340,Legal,Standard User,PAYMENTS,0,9,1,0,31,2,India,2026-07-10T08:22,0
A002422,U0859,Procurement,Standard User,CRM-CLOUD,0,10,1,1,242,2,United States,2026-09-01T13:51,0
A002423,U0718,Information Technology,Standard User,HRIS,0,12,1,0,81,1,Sri Lanka,2026-08-15T14:50,0
A002424,U0348,Operations,Support Agent,FILE-SHARE,0,8,3,0,74,1,Singapore,2026-07-04T07:57,0
A002425,U0036,Human Resources,Standard User,PAYMENTS,0,11,0,0,282,1,Germany,2026-07-27T16:07,0
A002426,U0343,Operations,Contractor,PAYMENTS,0,24,2,1,188,1,Sri Lanka,2026-07-05T10:01,0
A002427,U0491,Finance,Standard User,HRIS,0,26,0,1,92,1,Sri Lanka,2026-06-29T02:09,0
A002428,U0708,Finance,Support Agent,DATA-WAREHOUSE,0,12,1,1,145,1,Sri Lanka,2026-07-19T09:27,0
A002429,U0155,Sales,Developer,PAYMENTS,0,12,3,0,138,1,Sri Lanka,2026-06-14T05:13,0
A002430,U0857,Information Technology,Standard User,EMAIL,0,18,0,0,846,1,Sri Lanka,2026-06-18T09:48,0
A002431,U0536,Operations,Developer,ERP-PROD,0,30,1,1,105,2,Sri Lanka,2026-06-24T00:52,0
A002432,U0156,Sales,Support Agent,EMAIL,0,3,1,0,244,1,Sri Lanka,2026-08-23T10:14,0
A002433,U0793,Legal,Standard User,DATA-WAREHOUSE,0,21,1,1,25,1,United States,2026-08-20T09:54,0
A002434,U0747,Legal,Standard User,DEVOPS,0,6,3,0,24,2,Sri Lanka,2026-07-14T05:26,0
A002435,U0819,Human Resources,Standard User,HRIS,0,22,2,2,245,2,Sri Lanka,2026-06-19T15:49,0
A002436,U0277,Procurement,Standard User,HRIS,0,1,0,0,109,1,Sri Lanka,2026-08-08T10:59,0
A002437,U0379,Information Technology,Finance Analyst,CRM-CLOUD,0,17,1,1,181,1,Sri Lanka,2026-07-08T07:56,0
A002438,U0249,Procurement,Support Agent,FILE-SHARE,0,14,1,0,229,1,Sri Lanka,2026-07-21T10:22,0
A002439,U0323,Sales,Database Administrator,CRM-CLOUD,1,12,2,2,531,1,Sri Lanka,2026-06-10T09:50,0
A002440,U0092,Customer Support,HR Specialist,DATA-WAREHOUSE,0,14,0,2,165,2,Sri Lanka,2026-07-14T23:34,0
A002441,U0084,Legal,Standard User,CRM-CLOUD,0,7,1,1,76,3,Sri Lanka,2026-07-29T01:47,0
A002442,U0849,Information Technology,Contractor,PAYMENTS,0,26,0,1,40,2,United Kingdom,2026-06-18T04:38,0
A002443,U0174,Information Technology,Support Agent,HRIS,0,19,1,3,201,1,Sri Lanka,2026-07-29T12:19,0
A002444,U0038,Operations,Contractor,HRIS,0,1,0,0,18,1,Sri Lanka,2026-06-18T14:05,0
A002445,U0256,Operations,Database Administrator,DEVOPS,1,23,3,2,89,1,United States,2026-08-31T19:43,0
A002446,U0504,Sales,HR Specialist,ERP-PROD,0,14,3,0,783,1,Sri Lanka,2026-06-10T06:37,0
A002447,U0083,Customer Support,Contractor,HRIS,0,6,4,0,19,1,India,2026-07-21T12:18,0
A002448,U0477,Operations,System Administrator,ERP-PROD,1,8,1,1,50,1,United States,2026-08-16T07:07,0
A002449,U0490,Operations,Developer,DATA-WAREHOUSE,1,12,2,0,113,1,Sri Lanka,2026-08-09T04:25,0
A002450,U0803,Finance,Database Administrator,ERP-PROD,1,6,1,1,1265,1,Sri Lanka,2026-08-27T09:50,0
A002451,U0166,Information Technology,Standard User,DATA-WAREHOUSE,0,18,1,0,269,2,Sri Lanka,2026-06-11T13:13,0
A002452,U0863,Operations,Standard User,EMAIL,0,13,2,0,73,1,Sri Lanka,2026-08-07T17:02,0
A002453,U0388,Human Resources,Developer,PAYMENTS,0,21,2,0,947,1,Sri Lanka,2026-06-04T10:39,0
A002454,U0766,Information Technology,Support Agent,HRIS,0,7,3,0,645,1,Sri Lanka,2026-08-24T07:08,0
A002455,U0205,Information Technology,Standard User,DATA-WAREHOUSE,0,10,0,0,13,1,Sri Lanka,2026-07-14T02:37,0
A002456,U0392,Information Technology,Standard User,HRIS,0,11,1,0,270,1,Sri Lanka,2026-06-16T23:04,0
A002457,U0129,Legal,Finance Analyst,PAYMENTS,0,17,3,0,374,1,Sri Lanka,2026-08-31T08:20,0
A002458,U0070,Procurement,Developer,DEVOPS,1,9,1,0,27235,1,Sri Lanka,2026-06-17T23:04,1
A002459,U0416,Information Technology,Contractor,DATA-WAREHOUSE,0,13,2,1,71,2,Germany,2026-08-07T18:45,0
A002460,U0575,Procurement,Standard User,PAYMENTS,0,11,1,0,161,1,Sri Lanka,2026-07-09T23:35,0
A002461,U0396,Procurement,Developer,HRIS,0,4,1,0,55,1,Sri Lanka,2026-06-30T22:38,0
A002462,U0734,Finance,Standard User,PAYMENTS,0,3,1,4,68,1,Sri Lanka,2026-06-06T13:40,0
A002463,U0730,Legal,Support Agent,HRIS,0,11,0,2,171,1,Sri Lanka,2026-08-04T08:09,0
A002464,U0802,Customer Support,Standard User,CUSTOMER-PORTAL,0,9,2,2,219,1,Sri Lanka,2026-08-25T01:41,0
A002465,U0232,Sales,Standard User,CUSTOMER-PORTAL,0,1,0,2,242,1,Sri Lanka,2026-07-06T17:42,0
A002466,U0768,Customer Support,Support Agent,PAYMENTS,0,11,0,1,117,1,Sri Lanka,2026-09-01T13:49,0
A002467,U0393,Customer Support,Support Agent,EMAIL,0,8,2,0,41,1,Sri Lanka,2026-07-30T06:54,0
A002468,U0832,Finance,Standard User,DEVOPS,0,11,1,0,13,1,Sri Lanka,2026-07-24T20:38,0
A002469,U0056,Finance,Support Agent,DEVOPS,0,30,2,2,400,2,Sri Lanka,2026-08-25T05:23,0
A002470,U0147,Finance,Finance Analyst,ERP-PROD,0,19,0,1,53,1,Sri Lanka,2026-06-19T10:08,0
A002471,U0286,Legal,Support Agent,ERP-PROD,0,6,3,2,62,1,Sri Lanka,2026-08-09T12:01,0
A002472,U0410,Customer Support,HR Specialist,DEVOPS,0,25,0,0,40,1,Sri Lanka,2026-06-24T22:40,0
A002473,U0153,Procurement,HR Specialist,DEVOPS,0,10,5,0,315,1,Sri Lanka,2026-06-23T00:13,0
A002474,U0552,Human Resources,Finance Analyst,ERP-PROD,0,1,2,0,35,1,Sri Lanka,2026-08-16T06:47,0
A002475,U0307,Human Resources,Database Administrator,PAYMENTS,1,20,1,2,170,2,India,2026-08-03T22:27,0
A002476,U0307,Procurement,Standard User,CUSTOMER-PORTAL,0,17,3,2,248,2,Sri Lanka,2026-08-23T16:26,0
A002477,U0121,Sales,Developer,EMAIL,0,17,5,0,130,1,Sri Lanka,2026-06-05T20:46,0
A002478,U0073,Human Resources,Contractor,DEVOPS,0,4,1,0,45,3,Germany,2026-07-18T19:06,0
A002479,U0680,Finance,Standard User,FILE-SHARE,0,21,0,1,300,1,Germany,2026-08-24T10:05,0
A002480,U0663,Customer Support,Database Administrator,CRM-CLOUD,1,24,0,1,151,1,India,2026-08-04T21:51,0
A002481,U0453,Operations,Database Administrator,DEVOPS,1,14,1,0,198,1,Sri Lanka,2026-06-08T22:56,0
A002482,U0509,Operations,Developer,PAYMENTS,0,6,1,1,175,1,India,2026-08-06T03:53,0
A002483,U0889,Operations,Standard User,FILE-SHARE,0,5,3,0,52,2,Sri Lanka,2026-06-18T19:41,0
A002484,U0098,Operations,Developer,FILE-SHARE,0,10,7,1,129,1,Germany,2026-06-17T12:16,0
A002485,U0888,Sales,Support Agent,EMAIL,0,12,1,2,41,1,Germany,2026-08-11T00:59,0
A002486,U0404,Finance,Finance Analyst,ERP-PROD,0,8,1,3,72,2,Sri Lanka,2026-08-15T11:19,0
A002487,U0546,Procurement,Database Administrator,EMAIL,1,15,1,2,117,2,Sri Lanka,2026-08-26T20:01,0
A002488,U0849,Legal,Support Agent,ERP-PROD,0,8,0,1,43,1,United States,2026-08-23T22:25,0
A002489,U0747,Finance,Standard User,FILE-SHARE,0,21,0,1,853,1,Sri Lanka,2026-06-18T00:55,0
A002490,U0669,Sales,Support Agent,ERP-PROD,0,30,3,1,54,1,Sri Lanka,2026-07-01T16:45,0
A002491,U0230,Sales,Standard User,CUSTOMER-PORTAL,0,2,0,0,83,1,Sri Lanka,2026-07-26T03:42,0
A002492,U0147,Legal,Standard User,CUSTOMER-PORTAL,0,9,1,0,136,1,Sri Lanka,2026-07-14T10:28,0
A002493,U0656,Human Resources,Finance Analyst,DEVOPS,0,12,1,1,116,1,Sri Lanka,2026-07-26T07:16,0
A002494,U0865,Information Technology,Database Administrator,DATA-WAREHOUSE,1,21,1,1,10,1,United States,2026-06-29T05:06,0
A002495,U0837,Operations,System Administrator,EMAIL,1,9,3,0,11,1,Sri Lanka,2026-06-09T00:49,0
A002496,U0074,Human Resources,Support Agent,DEVOPS,0,8,0,0,409,1,Sri Lanka,2026-06-27T18:10,0
A002497,U0041,Legal,Support Agent,PAYMENTS,0,18,1,1,53,1,India,2026-06-08T12:53,0
A002498,U0783,Legal,Database Administrator,CUSTOMER-PORTAL,1,15,0,0,20,1,Sri Lanka,2026-07-14T17:50,0
A002499,U0608,Procurement,Finance Analyst,FILE-SHARE,0,7,4,0,68,2,Sri Lanka,2026-08-06T17:17,0
A002500,U0135,Legal,Finance Analyst,EMAIL,0,26,0,0,106,1,Sri Lanka,2026-06-08T15:16,0
A002501,U0713,Sales,Contractor,PAYMENTS,0,27,1,1,79,1,Singapore,2026-06-21T04:47,0
A002502,U0690,Legal,Finance Analyst,CRM-CLOUD,0,4,2,1,33,1,Sri Lanka,2026-06-03T16:34,0
A002503,U0645,Legal,Standard User,PAYMENTS,0,10,5,1,313,1,Sri Lanka,2026-06-23T06:17,0
A002504,U0542,Information Technology,Support Agent,DATA-WAREHOUSE,0,8,1,1,93,1,Sri Lanka,2026-08-06T19:57,0
A002505,U0867,Information Technology,Standard User,DATA-WAREHOUSE,0,28,4,0,46,1,Sri Lanka,2026-07-03T07:13,0
A002506,U0514,Customer Support,Developer,PAYMENTS,0,16,6,0,269,1,Sri Lanka,2026-07-26T22:20,0
A002507,U0394,Information Technology,Finance Analyst,CRM-CLOUD,0,16,0,1,97,1,United Kingdom,2026-06-20T23:08,0
A002508,U0336,Sales,Contractor,PAYMENTS,0,14,1,0,112,1,Sri Lanka,2026-06-28T01:21,0
A002509,U0742,Legal,Contractor,ERP-PROD,0,14,0,0,57,1,Sri Lanka,2026-07-14T19:40,0
