control_id,control_name,control_domain,control_type,control_owner,test_frequency,automated_control,design_effectiveness,operating_effectiveness,sample_size,failed_samples,last_test_date,next_test_date,linked_risk_id,deficiency_severity,test_status
C0491,Third-Party Risk Control 0491,Third-Party Risk,Preventive,A. Perera,Semi-Annual,1,Effective,Needs Improvement,10,1,2026-07-03,2026-12-30,R03441,High,Scheduled
C0492,Change Management Control 0492,Change Management,Preventive,K. Fernando,Semi-Annual,0,Effective,Effective,30,0,2026-04-30,2026-10-27,R03444,None,Scheduled
C0493,Access Control Control 0493,Access Control,Detective,N. Silva,Annual,1,Ineffective,Not Tested,40,13,2026-07-02,2027-07-02,R04823,Low,Scheduled
C0494,Incident Response Control 0494,Incident Response,Preventive,M. Wijesinghe,Monthly,0,Effective,Effective,20,0,2025-09-24,2025-10-24,R02957,None,Overdue
C0495,Access Control Control 0495,Access Control,Preventive,T. Karunaratne,Semi-Annual,0,Needs Improvement,Needs Improvement,10,4,2026-02-02,2026-08-01,R04145,Low,Overdue
C0496,Business Continuity Control 0496,Business Continuity,Preventive,N. Silva,Annual,0,Effective,Effective,10,0,2025-06-15,2026-06-15,R01104,None,Overdue
C0497,Data Protection Control 0497,Data Protection,Preventive,K. Fernando,Monthly,0,Ineffective,Effective,5,0,2025-03-10,2025-04-09,R02322,None,Overdue
C0498,Vulnerability Management Control 0498,Vulnerability Management,Preventive,A. Perera,Quarterly,0,Effective,Not Tested,10,1,2025-12-07,2026-03-07,R04117,High,Overdue
C0499,Data Protection Control 0499,Data Protection,Preventive,T. Karunaratne,Quarterly,0,Effective,Ineffective,10,3,2025-10-29,2026-01-27,R03444,Low,Overdue
C0500,Change Management Control 0500,Change Management,Preventive,D. Senanayake,Continuous,0,Needs Improvement,Effective,10,0,2025-04-23,2025-05-23,R04495,None,Overdue
C0501,Vulnerability Management Control 0501,Vulnerability Management,Detective,D. Senanayake,Semi-Annual,0,Needs Improvement,Not Tested,10,4,2025-11-13,2026-05-12,R03998,High,Overdue
C0502,Vulnerability Management Control 0502,Vulnerability Management,Detective,T. Karunaratne,Quarterly,0,Ineffective,Effective,10,0,2026-06-01,2026-08-30,R02392,None,Overdue
C0503,Access Control Control 0503,Access Control,Preventive,K. Fernando,Monthly,0,Effective,Effective,20,0,2025-07-31,2025-08-30,R03439,None,Overdue
C0504,Third-Party Risk Control 0504,Third-Party Risk,Detective,K. Fernando,Annual,0,Effective,Needs Improvement,30,3,2025-05-16,2026-05-16,R00140,Medium,Overdue
C0505,Security Awareness Control 0505,Security Awareness,Preventive,M. Wijesinghe,Monthly,0,Ineffective,Effective,20,0,2025-06-04,2025-07-04,R04637,None,Overdue
C0506,Data Protection Control 0506,Data Protection,Detective,M. Wijesinghe,Quarterly,0,Effective,Ineffective,25,9,2026-01-25,2026-04-25,R03877,Low,Overdue
C0507,Third-Party Risk Control 0507,Third-Party Risk,Detective,S. Jayasinghe,Semi-Annual,1,Effective,Effective,25,0,2025-05-05,2025-11-01,R03996,None,Overdue
C0508,Incident Response Control 0508,Incident Response,Detective,T. Karunaratne,Monthly,1,Effective,Needs Improvement,5,1,2026-05-07,2026-06-06,R00784,Low,Overdue
C0509,Third-Party Risk Control 0509,Third-Party Risk,Corrective,N. Silva,Continuous,1,Effective,Not Tested,5,1,2025-04-10,2025-05-10,R00970,Medium,Overdue
C0510,Access Control Control 0510,Access Control,Preventive,D. Senanayake,Monthly,0,Needs Improvement,Effective,10,0,2026-03-31,2026-04-30,R01212,None,Overdue
C0511,Data Protection Control 0511,Data Protection,Detective,R. Gunawardena,Quarterly,1,Effective,Not Tested,30,4,2025-12-13,2026-03-13,R00308,Medium,Overdue
C0512,Third-Party Risk Control 0512,Third-Party Risk,Detective,M. Wijesinghe,Continuous,1,Effective,Effective,10,0,2025-08-25,2025-09-24,R00380,None,Overdue
C0513,Access Control Control 0513,Access Control,Corrective,K. Fernando,Continuous,1,Needs Improvement,Effective,10,0,2026-07-05,2026-08-04,R00815,None,Overdue
C0514,Business Continuity Control 0514,Business Continuity,Preventive,K. Fernando,Annual,1,Needs Improvement,Effective,15,0,2026-07-28,2027-07-28,R00165,None,Scheduled
C0515,Access Control Control 0515,Access Control,Preventive,T. Karunaratne,Annual,1,Effective,Effective,40,0,2025-08-29,2026-08-29,R01914,None,Overdue
C0516,Vulnerability Management Control 0516,Vulnerability Management,Detective,R. Gunawardena,Semi-Annual,1,Effective,Not Tested,40,12,2026-01-24,2026-07-23,R00230,Medium,Overdue
C0517,Third-Party Risk Control 0517,Third-Party Risk,Corrective,A. Perera,Semi-Annual,0,Effective,Effective,20,0,2025-04-23,2025-10-20,R04421,None,Overdue
C0518,Security Awareness Control 0518,Security Awareness,Corrective,T. Karunaratne,Continuous,0,Effective,Effective,30,0,2025-06-28,2025-07-28,R04920,None,Overdue
C0519,Data Protection Control 0519,Data Protection,Preventive,S. Jayasinghe,Quarterly,0,Needs Improvement,Needs Improvement,15,4,2026-08-28,2026-11-26,R04415,Low,Scheduled
C0520,Change Management Control 0520,Change Management,Preventive,K. Fernando,Monthly,0,Effective,Effective,10,0,2026-02-02,2026-03-04,R04797,None,Overdue
C0521,Security Awareness Control 0521,Security Awareness,Detective,N. Silva,Quarterly,1,Effective,Not Tested,40,11,2026-01-16,2026-04-16,R04175,Low,Overdue
C0522,Business Continuity Control 0522,Business Continuity,Detective,M. Wijesinghe,Quarterly,0,Effective,Needs Improvement,40,4,2026-08-22,2026-11-20,R02805,Critical,Scheduled
C0523,Access Control Control 0523,Access Control,Detective,K. Fernando,Monthly,1,Needs Improvement,Needs Improvement,15,6,2026-04-20,2026-05-20,R03065,High,Overdue
C0524,Security Awareness Control 0524,Security Awareness,Preventive,N. Silva,Monthly,1,Effective,Effective,25,0,2025-04-01,2025-05-01,R03867,None,Overdue
C0525,Business Continuity Control 0525,Business Continuity,Corrective,T. Karunaratne,Annual,0,Effective,Needs Improvement,30,13,2026-01-19,2027-01-19,R00623,High,Scheduled
C0526,Business Continuity Control 0526,Business Continuity,Detective,N. Silva,Continuous,1,Effective,Effective,5,0,2026-05-24,2026-06-23,R02900,None,Overdue
C0527,Incident Response Control 0527,Incident Response,Detective,M. Wijesinghe,Monthly,1,Effective,Effective,40,0,2026-08-31,2026-09-30,R04395,None,Scheduled
C0528,Vulnerability Management Control 0528,Vulnerability Management,Detective,N. Silva,Annual,1,Effective,Not Tested,40,4,2025-08-19,2026-08-19,R00697,Medium,Overdue
C0529,Incident Response Control 0529,Incident Response,Detective,D. Senanayake,Monthly,1,Effective,Effective,25,0,2026-03-19,2026-04-18,R02559,None,Overdue
C0530,Business Continuity Control 0530,Business Continuity,Corrective,T. Karunaratne,Continuous,0,Effective,Needs Improvement,25,1,2025-09-26,2025-10-26,R04666,High,Overdue
C0531,Change Management Control 0531,Change Management,Preventive,R. Gunawardena,Quarterly,1,Effective,Effective,20,0,2026-03-06,2026-06-04,R02136,None,Overdue
C0532,Change Management Control 0532,Change Management,Corrective,A. Perera,Continuous,0,Needs Improvement,Needs Improvement,25,5,2026-02-27,2026-03-29,R02287,High,Overdue
C0533,Data Protection Control 0533,Data Protection,Preventive,K. Fernando,Semi-Annual,1,Needs Improvement,Effective,20,0,2026-01-16,2026-07-15,R00132,None,Overdue
C0534,Security Awareness Control 0534,Security Awareness,Preventive,M. Wijesinghe,Continuous,0,Effective,Effective,10,0,2025-08-18,2025-09-17,R02465,None,Overdue
C0535,Access Control Control 0535,Access Control,Detective,N. Silva,Annual,1,Effective,Effective,25,0,2025-07-06,2026-07-06,R03367,None,Overdue
C0536,Change Management Control 0536,Change Management,Preventive,R. Gunawardena,Annual,0,Effective,Effective,30,0,2025-07-05,2026-07-05,R01071,None,Overdue
C0537,Security Awareness Control 0537,Security Awareness,Preventive,A. Perera,Semi-Annual,1,Effective,Effective,15,0,2025-08-07,2026-02-03,R01927,None,Overdue
C0538,Business Continuity Control 0538,Business Continuity,Detective,T. Karunaratne,Quarterly,1,Effective,Effective,5,0,2026-06-28,2026-09-26,R04588,None,Scheduled
C0539,Vulnerability Management Control 0539,Vulnerability Management,Detective,M. Wijesinghe,Quarterly,0,Effective,Effective,10,0,2025-11-02,2026-01-31,R00010,None,Overdue
C0540,Data Protection Control 0540,Data Protection,Corrective,N. Silva,Annual,0,Effective,Effective,30,0,2025-11-14,2026-11-14,R04506,None,Scheduled
C0541,Incident Response Control 0541,Incident Response,Preventive,T. Karunaratne,Annual,0,Effective,Effective,20,0,2026-06-04,2027-06-04,R02471,None,Scheduled
C0542,Vulnerability Management Control 0542,Vulnerability Management,Detective,T. Karunaratne,Annual,1,Effective,Effective,10,0,2025-07-22,2026-07-22,R04197,None,Overdue
C0543,Security Awareness Control 0543,Security Awareness,Preventive,K. Fernando,Continuous,1,Effective,Needs Improvement,30,4,2025-04-12,2025-05-12,R02093,High,Overdue
C0544,Access Control Control 0544,Access Control,Detective,R. Gunawardena,Monthly,0,Effective,Effective,15,0,2025-05-05,2025-06-04,R01666,None,Overdue
C0545,Change Management Control 0545,Change Management,Preventive,A. Perera,Quarterly,1,Effective,Needs Improvement,30,7,2025-09-09,2025-12-08,R03701,Medium,Overdue
C0546,Security Awareness Control 0546,Security Awareness,Preventive,N. Silva,Monthly,1,Ineffective,Effective,20,0,2025-08-23,2025-09-22,R00309,None,Overdue
C0547,Change Management Control 0547,Change Management,Preventive,N. Silva,Semi-Annual,1,Effective,Effective,15,0,2026-07-04,2026-12-31,R01607,None,Scheduled
C0548,Business Continuity Control 0548,Business Continuity,Corrective,T. Karunaratne,Semi-Annual,0,Effective,Effective,25,0,2026-01-10,2026-07-09,R04823,None,Overdue
C0549,Security Awareness Control 0549,Security Awareness,Detective,A. Perera,Monthly,1,Effective,Effective,40,0,2025-05-15,2025-06-14,R01617,None,Overdue
C0550,Access Control Control 0550,Access Control,Corrective,D. Senanayake,Monthly,0,Ineffective,Needs Improvement,25,2,2026-01-02,2026-02-01,R04751,Low,Overdue
C0551,Data Protection Control 0551,Data Protection,Detective,T. Karunaratne,Annual,1,Needs Improvement,Effective,20,0,2025-06-09,2026-06-09,R02667,None,Overdue
C0552,Business Continuity Control 0552,Business Continuity,Detective,K. Fernando,Quarterly,0,Effective,Effective,20,0,2025-10-03,2026-01-01,R04581,None,Overdue
C0553,Data Protection Control 0553,Data Protection,Preventive,A. Perera,Continuous,0,Effective,Needs Improvement,15,1,2025-03-25,2025-04-24,R03536,Medium,Overdue
C0554,Access Control Control 0554,Access Control,Preventive,M. Wijesinghe,Quarterly,0,Effective,Needs Improvement,40,6,2025-05-06,2025-08-04,R04041,Medium,Overdue
C0555,Security Awareness Control 0555,Security Awareness,Detective,A. Perera,Quarterly,0,Effective,Effective,25,0,2025-08-23,2025-11-21,R04837,None,Overdue
C0556,Third-Party Risk Control 0556,Third-Party Risk,Corrective,R. Gunawardena,Annual,1,Needs Improvement,Needs Improvement,40,6,2026-03-19,2027-03-19,R01206,Medium,Scheduled
C0557,Business Continuity Control 0557,Business Continuity,Detective,K. Fernando,Monthly,1,Effective,Effective,40,0,2025-08-07,2025-09-06,R00478,None,Overdue
C0558,Change Management Control 0558,Change Management,Detective,S. Jayasinghe,Annual,0,Ineffective,Needs Improvement,25,3,2025-10-15,2026-10-15,R03717,High,Scheduled
C0559,Business Continuity Control 0559,Business Continuity,Detective,D. Senanayake,Monthly,1,Ineffective,Needs Improvement,25,2,2025-09-02,2025-10-02,R04384,High,Overdue
C0560,Business Continuity Control 0560,Business Continuity,Detective,K. Fernando,Monthly,0,Effective,Effective,10,0,2026-02-19,2026-03-21,R04137,None,Overdue
C0561,Access Control Control 0561,Access Control,Detective,S. Jayasinghe,Annual,0,Effective,Needs Improvement,30,2,2025-03-20,2026-03-20,R01249,High,Overdue
C0562,Security Awareness Control 0562,Security Awareness,Corrective,N. Silva,Monthly,1,Ineffective,Needs Improvement,15,2,2026-06-06,2026-07-06,R02235,Critical,Overdue
C0563,Vulnerability Management Control 0563,Vulnerability Management,Detective,D. Senanayake,Quarterly,0,Needs Improvement,Effective,30,0,2026-06-26,2026-09-24,R00182,None,Scheduled
C0564,Change Management Control 0564,Change Management,Detective,T. Karunaratne,Quarterly,0,Effective,Needs Improvement,20,6,2025-06-29,2025-09-27,R00832,Medium,Overdue
C0565,Change Management Control 0565,Change Management,Preventive,N. Silva,Continuous,1,Effective,Effective,20,0,2025-11-07,2025-12-07,R04049,None,Overdue
C0566,Incident Response Control 0566,Incident Response,Preventive,R. Gunawardena,Monthly,1,Effective,Ineffective,20,5,2026-05-02,2026-06-01,R00423,Medium,Overdue
C0567,Change Management Control 0567,Change Management,Detective,N. Silva,Annual,1,Needs Improvement,Effective,5,0,2026-02-27,2027-02-27,R01034,None,Scheduled
C0568,Business Continuity Control 0568,Business Continuity,Preventive,A. Perera,Quarterly,1,Effective,Effective,25,0,2025-11-08,2026-02-06,R03588,None,Overdue
C0569,Security Awareness Control 0569,Security Awareness,Preventive,D. Senanayake,Quarterly,1,Needs Improvement,Effective,20,0,2025-08-01,2025-10-30,R04431,None,Overdue
C0570,Business Continuity Control 0570,Business Continuity,Preventive,N. Silva,Quarterly,0,Effective,Needs Improvement,5,1,2025-06-11,2025-09-09,R03069,Medium,Overdue
C0571,Business Continuity Control 0571,Business Continuity,Detective,S. Jayasinghe,Monthly,1,Ineffective,Effective,10,0,2025-10-03,2025-11-02,R02962,None,Overdue
C0572,Business Continuity Control 0572,Business Continuity,Preventive,D. Senanayake,Quarterly,1,Effective,Needs Improvement,30,2,2025-04-18,2025-07-17,R02302,Medium,Overdue
C0573,Security Awareness Control 0573,Security Awareness,Preventive,D. Senanayake,Quarterly,1,Effective,Effective,25,0,2026-05-18,2026-08-16,R01349,None,Overdue
C0574,Business Continuity Control 0574,Business Continuity,Preventive,N. Silva,Annual,1,Effective,Effective,40,0,2025-10-04,2026-10-04,R00681,None,Scheduled
C0575,Security Awareness Control 0575,Security Awareness,Detective,A. Perera,Annual,1,Ineffective,Needs Improvement,15,4,2026-01-18,2027-01-18,R02063,Medium,Scheduled
C0576,Change Management Control 0576,Change Management,Preventive,R. Gunawardena,Annual,0,Needs Improvement,Ineffective,15,4,2025-05-28,2026-05-28,R02108,Medium,Overdue
C0577,Vulnerability Management Control 0577,Vulnerability Management,Detective,A. Perera,Quarterly,0,Effective,Needs Improvement,25,9,2026-05-15,2026-08-13,R04229,Low,Overdue
C0578,Business Continuity Control 0578,Business Continuity,Preventive,K. Fernando,Quarterly,0,Effective,Needs Improvement,20,2,2026-01-25,2026-04-25,R03045,High,Overdue
C0579,Change Management Control 0579,Change Management,Corrective,S. Jayasinghe,Monthly,1,Effective,Effective,20,0,2026-08-19,2026-09-18,R00914,None,Scheduled
C0580,Security Awareness Control 0580,Security Awareness,Preventive,K. Fernando,Continuous,1,Needs Improvement,Needs Improvement,25,3,2026-07-20,2026-08-19,R03240,Medium,Overdue
C0581,Change Management Control 0581,Change Management,Corrective,D. Senanayake,Continuous,0,Needs Improvement,Effective,25,0,2026-08-17,2026-09-16,R01769,None,Scheduled
C0582,Third-Party Risk Control 0582,Third-Party Risk,Preventive,A. Perera,Semi-Annual,0,Needs Improvement,Effective,25,0,2026-08-11,2027-02-07,R04509,None,Scheduled
C0583,Security Awareness Control 0583,Security Awareness,Detective,D. Senanayake,Quarterly,1,Effective,Needs Improvement,20,6,2026-01-03,2026-04-03,R01876,Low,Overdue
C0584,Data Protection Control 0584,Data Protection,Corrective,K. Fernando,Monthly,1,Effective,Effective,10,0,2026-01-25,2026-02-24,R00252,None,Overdue
C0585,Change Management Control 0585,Change Management,Preventive,A. Perera,Monthly,1,Effective,Not Tested,5,1,2025-10-30,2025-11-29,R02650,High,Overdue
C0586,Vulnerability Management Control 0586,Vulnerability Management,Preventive,T. Karunaratne,Continuous,1,Effective,Effective,10,0,2026-04-09,2026-05-09,R03760,None,Overdue
C0587,Third-Party Risk Control 0587,Third-Party Risk,Detective,D. Senanayake,Annual,0,Ineffective,Effective,20,0,2026-07-04,2027-07-04,R04876,None,Scheduled
C0588,Data Protection Control 0588,Data Protection,Corrective,K. Fernando,Quarterly,1,Ineffective,Effective,10,0,2025-03-24,2025-06-22,R00285,None,Overdue
C0589,Data Protection Control 0589,Data Protection,Corrective,D. Senanayake,Continuous,0,Effective,Effective,5,0,2025-12-27,2026-01-26,R01381,None,Overdue
C0590,Change Management Control 0590,Change Management,Detective,K. Fernando,Semi-Annual,0,Effective,Effective,15,0,2025-06-05,2025-12-02,R00030,None,Overdue
C0591,Vulnerability Management Control 0591,Vulnerability Management,Corrective,N. Silva,Quarterly,1,Effective,Effective,30,0,2025-03-22,2025-06-20,R00644,None,Overdue
C0592,Change Management Control 0592,Change Management,Corrective,D. Senanayake,Semi-Annual,0,Effective,Effective,40,0,2025-12-18,2026-06-16,R01640,None,Overdue
C0593,Business Continuity Control 0593,Business Continuity,Preventive,K. Fernando,Quarterly,0,Effective,Effective,25,0,2025-10-22,2026-01-20,R03216,None,Overdue
C0594,Data Protection Control 0594,Data Protection,Corrective,M. Wijesinghe,Monthly,0,Needs Improvement,Effective,20,0,2025-10-11,2025-11-10,R04931,None,Overdue
C0595,Business Continuity Control 0595,Business Continuity,Preventive,R. Gunawardena,Quarterly,1,Effective,Effective,5,0,2025-04-16,2025-07-15,R00020,None,Overdue
C0596,Change Management Control 0596,Change Management,Preventive,N. Silva,Monthly,0,Needs Improvement,Needs Improvement,10,4,2026-01-21,2026-02-20,R03764,Low,Overdue
C0597,Third-Party Risk Control 0597,Third-Party Risk,Corrective,A. Perera,Monthly,0,Effective,Needs Improvement,25,3,2026-06-03,2026-07-03,R04975,Medium,Overdue
C0598,Business Continuity Control 0598,Business Continuity,Preventive,D. Senanayake,Continuous,0,Effective,Effective,5,0,2025-09-19,2025-10-19,R04303,None,Overdue
C0599,Security Awareness Control 0599,Security Awareness,Preventive,R. Gunawardena,Monthly,1,Effective,Ineffective,25,10,2025-03-21,2025-04-20,R03829,Medium,Overdue
C0600,Incident Response Control 0600,Incident Response,Detective,M. Wijesinghe,Monthly,0,Needs Improvement,Needs Improvement,30,12,2025-07-29,2025-08-28,R04697,Low,Overdue
